ISIN,name,ticker,bourso_symbol
US92763W1036,VIPSHOP HLDG SP ADR,,VIPS
US9282981086,VISHAY INTERTECH,,VSH
US92835K1034,VISHAY PREC GRP,,VPG
US9283771007,VISTA OUTDOOR,,VSTO
US92840M1027,VISTRA,,VST
US5168062058,VITAL ENERGY,,LPI
US21240E1055,VOLARIS SP ADR-A,,VLRS
US9290891004,VOYA FINANCIAL,,VOYA
US92922P1066,W&T OFFSHORE,,WTI
US92936U1097,W.P. CAREY REIT,,WPC
US9295661071,WABASH NATIONAL,,WNC
US93148P1021,WALKER & DUNLOP,,WD
US9426222009,WATSCO INC,,WSO
US9426221019,WATSCO INC-B-,,WSO.B
US9427491025,WATTS WATER TECH-A,,WTS
US9478901096,WEBSTER FINANCIA,,WBS
US92939U1060,WEC ENERGY GROUP,,WEC
US9488491047,WEIS MARKETS,,WMK
US95082P1057,WESCO INTL,,WCC
US9604131022,WESTLAKE,,WLK
US9617651040,WESTWOOD HLDNG,,WHG
US96209A1043,WEWORK RG-A,,WE
US96208T1043,WEX,,WEX
CA9628791027,WHEATON PRECIOUS,,WPM
BMG9618E1075,WHITE MOUNTAINS,,WTM
US96758W1018,WIDEOPENWEST,,WOW
US9699041011,WILLIAMS-SONOMA,,WSM
US9746371007,WINNEBAGO INDUST,,WGO
US97651M1099,WIPRO SP ADR,,WIT
US92932M1018,WNS HOLDINGS SP ADR,,WNS
US9778521024,WOLFSPEED,,WOLF
US9780971035,WOLVERINE WORLDW,,WWW
US9810641087,WOORI FIN SP ADR,,WF
US98139A1051,WORKIVA RG-A,,WK
US9814751064,WORLD FUEL SERVI,,INT
US98156Q1085,WORLD WRESTL RG-A,,WWE
US92937A1025,WPP SP ADR,,WPP
US9837931008,XPO,,XPO
US98459U1034,YALLA GRP SP ADS-A,,YALA
CA98462Y1007,YAMANA GOLD,,AUY
US98585N1063,YEXT,,YEXT
US98585L1008,YIRN DIGITAL SP ADR,,YRD
US9842451000,YPF SA SP ADR-D,,YPF
US98850P1093,YUM CHINA HLD,,YUMC
US98945L1052,ZEPP HLTH SP ADR-A,,ZEPP
US98980A1051,ZTO EXPRESS SPADR-A,,ZTO
US98983V1061,ZUORA-A,,ZUO
US00972G1085, AKARI THERP SP ADR,,AKTX
US68243Q1067,1-800-FLOWERS.COM-A,,FLWS
US68269G1076,1LIFE HEALTHCARE,,ONEM
US31983A1034,1ST CMMTY BKSHS,,FCBC
US3202181000,1ST FINANCIAL IN,,THFF
US32055Y2019,1ST INTST BANC RG-A,,FIBK
US3369011032,1ST SOURCE CORP,,SRCE
US90137F1030,22ND CENTURY GRO,,XXII
US90138Q1085,23ANDME RG-A,,ME
US90214J1016,2U,,TWOU
US88557W1018,360 DIGITECH ADS-A,,QFIN
US35104E1001,4D MOLECULAR,,FDMT
US2825591033,89BIO,,ETNB
US0003602069,AAON,,AAON
CA00288U1066,ABCELLERA BIOLOG,,ABCL
US00289Y2063,ABEONA THERAP,,ABEO
CH0329023102,AC IMMUNE,,ACIU
US0038813079,ACACIA RES-AC TECHS,,ACTG
US00402L1070,ACADEMY SPORTS,,ASO
US00404A1097,ACADIA HEALTHCAR,,ACHC
US0042251084,ACADIA PHARMA,,ACAD
US00430H1023,ACCELERATE DIAGN,,AXDX
US0043971052,ACCURAY,,ARAY
US00444P1084,ACER THERAPEUTCS,,ACER
US0044685008,ACHIEVE LIFE SCI,,ACHV
US0044981019,ACI WORLDWIDE,,ACIW
US00461U1051,ACLARIS THERAP,,ACRS
US00108J1097,ACM RESEARCH-A,,ACMR
US0008681092,ACNB,,ACNB
US00547W2089,ADAMIS PHARMA,,ADMP
US00650F1093,ADAPTIVE BIOTECH,,ADPT
US0067391062,ADDUS HOMECARE,,ADUS
US0067433062,ADDVANTAGE TECH,,AEY
US0008991046,ADMA BIOLOGICS,,ADMA
US00486H1059,ADTRAN HOLDINGS,,ADTN
US00770C1018,ADVANCED EMISSIO,,ADES
US0079731008,ADVANCED ENERGY,,AEIS
US00773U1088,ADVERUM BIOTECHN,,ADVM
US00773J1034,AEGLEA BIOTHERAP,,AGLE
US00760J1088,AEHR TEST SYSTEM,,AEHR
US00770K2024,AEMETIS,,AMTX
US0080731088,AEROVIRONMENT,,AVAV
US00109K1051,AFC GAMMA,,AFCG
NL0010872420,AFFIMED,,AFMD
US00827B1061,AFFIRM HLDG RG-A,,AFRM
US00847G7051,AGENUS,,AGEN
US00847J1051,AGILYSYS,,AGYS
US00847X1046,AGIOS PHARM,,AGIO
US00123Q1040,AGNC INVEST REIT,,AGNC
US0092071010,AIR T,,AIRT
US00922R1059,AIR TRANSPORT,,ATSG
US00938A1043,AIRGAIN,,AIRG
US00973Y1082,AKERO THERAPE RG-AI,,AKRO
US00973N1028,AKOUSTIS TECHNOL,,AKTS
US0116421050,ALARM.COM HOLDIN,,ALRM
US98973P1012,ALAUNOS THRPTCS,,TCRT
US01345P1066,ALBIREO PHARMA,,ALBO
US0144421072,ALECTOR,,ALEC
US0162301040,ALICO,,ALCO
IE00B56GVS15,ALKERMES,,ALKS
US01675A1097,ALLBIRDS RG-A,,BIRD
US0192222075,ALLD HLTHCR PRDS,,AHPI
US01748X1028,ALLEGIANT TRAVEL,,ALGT
US0197701065,ALLOGENE THERAP,,ALLO
IL0010996549,ALLOT,,ALLT
US02043Q1076,ALNYLAM PHARMA,,ALNY
BMG6331P1041,ALPHA & OMEGA,,AOSL
US02081G2012,ALPHATEC HOLDING,,ATEC
US02083G1004,ALPIN IMMN SCNCS,,ALPN
US02155H2004,ALTIMMUNE,,ALT
LU0445408270,ALTISOURCE,,ASPS
US0215131063,ALTO INGREDIENTS,,ALTO
US02208R1068,ALTRA INDUST MOT,,AIMC
LU2458332611,ALVOTECH,,ALVO
US00166B1052,ALX ONCOLOGY,,ALXO
US02262M3088,ALZAMEND NEURO,,ALZN
US0255371017,AM ELECTRIC,,AEP
US0231112063,AMARIN SP ADR,,AMRN
US00164V1035,AMC NETWORKS RG-A,,AMCX
GB0022569080,AMDOCS,,DOX
US0234361089,AMEDISYS,,AMED
US02875D1090,AMER OUTDOOR,,AOUT
US02913V1035,AMER PUBLIC EDU,,APEI
US0296831094,AMER SOFTWARE-A,,AMSWA
US0301112076,AMERCN SUPERCOND,,AMSC
US03062T1051,AMERICA'S CAR-MA,,CRMT
US0277451086,AMERICAN NAT BNK,,AMNB
US02927U2087,AMERICAN RES RG-A,,AREC
US0305061097,AMERICAN WOODMAR,,AMWD
US03076K1088,AMERIS BANCORP,,ABCB
US03071H1005,AMERISAFE,,AMSF
US03074A1025,AMERISERV FINANC,,ASRV
US0310011004,AMES NATIONAL,,ATLO
US03152W1099,AMICUS THERA,,FOLD
US0316521006,AMKOR TECHNOLOGY,,AMKR
US00175J1079,AMMO,,POWW
US03209R1032,AMPHASTAR PHARMA,,AMPH
US03213A1043,AMPLITUDE RG-A,,AMPL
US0323325045,AMTECH SYSTEMS,,ASYS
US03237H1014,AMYLYX PHARM,,AMLX
US03236M2008,AMYRIS,,AMRS
US0327973006,ANAVEX LIFE SCIE,,AVXL
US0341641035,ANDERSONS,,ANDE
US00183L1026,ANGI-A,,ANGI
US03475V1017,ANGIODYNAMICS,,ANGO
US00182C1036,ANI PHARMACEUTIC,,ANIP
US0352551081,ANIKA THERAPEUTI,,ANIK
US03743Q1085,APA,,APA
US03753U1060,APELLIS PHARMA,,APLS
US0375981091,APOGEE ENTERPRIS,,APOG
US03767D1081,APOLLO ENDOSURGR,,APEN
US03763A2078,APOLLO MEDICAL H,,AMEH
US03783C1009,APPFOLIO RG-A,,APPF
US03783T1034,APPHARVEST,,APPH
US03782L1017,APPIAN-A,,APPN
US03823U1025,APPLIED OPTOELEC,,AAOI
US03831W1080,APPLOVIN RG-A,,APP
US03836N1037,APTINYX,,APTX
CA03835T2002,APTOSE BIO,,APTO
US03837J1016,AQUA METALS,,AQMS
US03842K2006,AQUABNTY TECHNLG,,AQB
CA03879J1003,ARBUTUS BIOPHARM,,ABUS
US00211Y5069,ARCA BIOPHARMA,,ABIO
US03937C1053,ARCBEST,,ARCB
US03940C1009,ARCELLX,,ACLX
BMG0450A1053,ARCH CAP GRP,,ACGL
KYG045531061,ARCO PLATFORM-A,,ARCE
US04010L1035,ARES CAPITAL,,ARCC
US04016X1019,ARGEN-X SPADR,,ARGX
US0407121013,ARK REST CORP,,ARKR
US04271T1007,ARRAY TECH,,ARRY
US04280A1007,ARROWHEAD PHRMCT,,ARWR
US8617801043,ARROWMARK FIN,,BANX
US0431132085,ARTESIAN RES-A,,ARTNA
US0431681032,ARTS WAY MFG CO,,ARTW
US04335A1051,ARVINAS,,ARVN
US04351P1012,ASCENDIS SP ADR,,ASND
BMG0535E1066,ASIA PAC WIRE &,,APWC
US04530L2034,ASPEN GROUP,,ASPU
US04537Y1091,ASPIRA WOMEN HL,,AWH
US0454871056,ASSD BANC-CORP,,ASBC
US0453961080,ASSEMBLY BIOSCIE,,ASMB
US04546C2052,ASSERTIO HLDGS,,ASRT
US00217D1000,AST SPCEMOBILE RG-A,,ASTS
US0462241011,ASTEC IND INC,,ASTE
US04634X1037,ASTRA SPACE RG-A,,ASTR
US0463531089,ASTRAZENECA SP ADR,,AZN
US0464331083,ASTRONICS CORP,,ATRO
US04638F1084,ASTRONOVA,,ALOT
US04649U1025,ASURE SOFTWARE,,ASUR
US0465131078,ATARA BIOTHERAPE,,ATRA
US04683R1068,ATEA PHARMA,,AVIR
US02156U1016,ATERIAN,,ATER
VGG0602B2093,ATIF HLDGS,,ATIF
GB00BLP5YB54,ATL SUST INFRA,,AY
US0482091008,ATLANTIC AM,,AAME
US04914Y1029,ATLANTICUS HLDGS,,ATLC
US0491642056,ATLAS AIR WORLDW,,AAWW
US0494681010,ATLASSIAN RG-A,,TEAM
US00215F1075,ATN INTERNATIONA,,ATNI
US04965B1008,ATOMERA,,ATOM
US04962H5063,ATOSSA THERPTCS,,ATOS
US04963C2098,ATRICURE,,ATRC
US0499041053,ATRION CORP,,ATRI
US0504731078,AUBURN NATL BANC,,AUBN
IL0010829658,AUDIOCODES,,AUDC
US0507342014,AUDIOEYE,,AEYE
CA05156V1022,AURINIA PHARMA,,AUPH
US0517741072,AURORA INNOVTN RG-A,,AUR
US05280R1005,AUTOLUS THP SP ADS,,AUTL
US05337M1045,AVADEL PHARM SP ADR,,AVDL
US05366Y2019,AVIAT NETWORKS,,AVNW
US05368M1062,AVID BIOSERVICES,,CDMO
US05367P1003,AVID TECHNOLOGY,,AVID
US05370A1088,AVIDITY BIOSCI,,RNA
US0537741052,AVIS BUDGET GROU,,CAR
US05453N1000,AWARE,,AWRE
US0545402085,AXCELIS TECHS,,ACLS
US05463X1063,AXOGEN,,AXGN
US05464C1018,AXON ENTERPRISE,,AXON
US05465P1012,AXONICS,,AXNX
US05464T1043,AXSOME THERAPEUT,,AXSM
US00246W1036,AXT,,AXTI
US0547481087,AYRO,,AYRO
US1143401024,AZENTA,,AZTA
US05479K1060,AZIYO BIOLOGCS RG-A,,AZYO
US05580M1080,B. RILEY FINANCI,,RILY
US0576652004,BALCHEM CORP,,BCPC
CA0585861085,BALLARD POWER SY,,BLDP
US05945F1030,BANCFIRST,,BANF
US05969A1051,BANCORP,,TBBK
US05988J1034,BANDWIDTH-A,,BAND
US0634251021,BANK OF MARIN,,BMRC
US06643P1049,BANKFINANCIAL,,BFIN
US06654A1034,BANKWELL FIN GRO,,BWFG
US06652V2088,BANNER,,BANR
US06684L1035,BAOZUN SP ADR,,BZUN
US0684631080,BARRETT BUS SVCS,,BBSI
US0702031040,BASSETT FURN IND,,BSET
US0552981039,BCB BANCORP,,BCBP
US0736851090,BEACON ROOFING S,,BECN
US07373B1098,BEAM GLOBAL,,BEEM
US07373V1052,BEAM THERAPEUTIC,,BEAM
US0740141017,BEASLEY BROADCAST-A,,BBGI
US07725L1026,BEIGENE SP ADR,,BGNE
US0773472016,BEL FUSE-A,,BELFA
US0773473006,BEL FUSE-B,,BELFB
US0794814048,BELLICUM PHARMA,,BLCM
US08180D1063,BENEFITFOCUS,,BNFT
US08265T2087,BENTLEY SYSTMS RG-B,,BSY
US0843101017,BERKELEY LIGHTS,,BLI
US0846561076,BERKSHIRE GREY RG-A,,BGRY
US08862L1035,BEYOND AIR,,XAIR
US08862E1091,BEYOND MEAT,,BYND
KYG108301006,BEYONDSPRING,,BYSI
US05541T1016,BGC PARTNERS RG-A,,BGCP
US0887861088,BICYCL THER SP ADS,,BCYC
US08915P1012,BIG 5 SPRTNG GOO,,BGFV
US08975P1084,BIGCOMM HLDG RG-1,,BIGC
US0900401060,BILIBILI SP ADR-Z,,BILI
US09060C4087,BIO-KEY INTL,,BKYI
US09077B1044,BIOATLA,,BCAB
US09060U5074,BIOCARDIA,,BCDA
US09072V5012,BIOCEPT,,BIOC
US09058V1035,BIOCRYST PHARM,,BCRX
US09077D1000,BIOFRONTERA,,BFRI
US0909114052,BIOLASE,,BIOL
US09062W2044,BIOLIFE SOLUTION,,BLFS
US09071M2052,BIOLINE RX SP ADR,,BLRX
US09061H3075,BIOMERICA,,BMRA
US09075F1075,BIONANO GENOM,,BNGO
US09075P1057,BIOXCEL THERPTCS,,BTAI
US09180C1062,BJ'S RESTAURANTS,,BJRI
US4702991088,BK OF JAMES FINL,,BOTJ
US0650661020,BK OF STH CAROLI,,BKSC
US09203E1055,BLACK DIAMOND,,BDTX
US09227Q1004,BLACKBAUD,,BLKB
US09239B1098,BLACKLINE,,BL
US0926671043,BLADE AIR MOBL RG-A,,BLDE
US0925331086,BLCKRCK CAP INVS,,BKCC
US09354A1007,BLINK CHARGING,,BLNK
US0942351083,BLOOMIN BRANDS,,BLMN
US0952291005,BLUCORA,,BCOR
US0953061068,BLUE BIRD,,BLBD
US09627Y1091,BLUEPRINT MED,,BPMC
US05561Q2012,BOK FINL,,BOKF
VG0985293088,BONSO ELECTRON I,,BNSO
IL0010828171,BOS BETTER ONLIN,,BOSC
US1031971096,BOXLIGHT RG-A,,BOXL
US10501E2019,BRAINSTORM CELL,,BCLI
CA10778Y3023,BRIACELL THERAPE,,BCTX
US10806X1028,BRIDGEBIO PHARMA,,BBIO
US1087631032,BRIDGFORD FOODS,,BRID
US10921T1016,BRIGHTCOVE,,BCOV
US11135F1012,BROADCOM,,AVGO
US1114441058,BROADWAY FINL,,BYFC
US11373M1071,BROOKLINE BANCOR,,BRKL
US1167941087,BRUKER,,BRKR
US11776U3005,BSQUARE,,BSQR
US12047B1052,BUMBLE RG-A,,BMBL
US12448X2018,BYRNA TECH,,BYRN
US12466Q1040,C & F FINANCIAL,,CFFI
US1266011030,C V D EQUIPMENT,,CVV
US12529R1077,C4 THERAPEUTICS,,CCCC
US12674W1099,CABALETTA BIO,,CABA
US1275372076,CADIZ,,CDZI
IL0011259137,CAESARSTONE,,CSTE
US12769G1004,CAESR ENTMT,,CZR
US1280302027,CAL-MAINE FOODS,,CALM
US1281261099,CALAMP,,CAMP
US1282461052,CALAVO GROWERS,,CVGW
US1321521098,CAMBRIDGE BANCOR,,CATC
US1330341082,CAMDEN NATIONAL,,CAC
CA1366351098,CANADIAN SOLAR,,CSIQ
US13803R1023,CANOO RG-A,,GOEV
CA1380351009,CANOPY GROWTH,,CGC
US13811E1010,CANTERBURY PK HL,,CPHC
US1396741050,CAPITAL CITY BK,,CCBG
US1405011073,CAPITAL SOUTHWES,,CSWC
US14057J1016,CAPITOL FED FIN,,CFFN
US14070B3096,CAPRICOR THERAP,,CAPR
US14070T1025,CAPSTAR FINANCIA,,CSTR
US14067D5086,CAPSTN GREN ENER,,CGRN
US1407551092,CARA THERAPEUTIC,,CARA
US14147L1089,CARDIFF ONCOLOGY,,CRDF
US1416191062,CARDIOVASC SYS,,CSII
US14161W1053,CARDLYTICS,,CDLX
US14167L1035,CAREDX,,CDNA
US1417881091,CARGURUS-A,,CARG
US1420381089,CARIBOU BIO,,CRBU
US14427M1071,CARPARTS,,PRTS
US14574X1046,CARROLS RESTAURA,,TAST
US1474481041,CASELLA WASTE SYS-A,,CWST
US1475281036,CASEY'S GEN STOR,,CASY
MHY1146L1258,CASTOR MARITIME,,CTRM
US14888U1016,CATALYST PHARMA,,CPRX
US1491501045,CATHAY GENL BANC,,CATY
US1495681074,CAVCO INDUSTRIES,,CVCO
US12479G1013,CB FINL SVCS,,CBFV
US14986C1027,CBAK ENERGY TECH,,CBAT
US1251411013,CECO ENVIRONMENT,,CECE
US15102K1007,CELCUITY,,CELC
US15117B2025,CELLDEX THERAPTC,,CLDX
US15117K1034,CELLECTIS SP ADR,,CLLS
US15118V2079,CELSIUS HLDGS,,CELH
US1535272058,CENTL GARD NVTGRG-A,,CENTA
US1535271068,CENTRAL GARDEN &,,CENT
US1556851004,CENTRAL VALLEY B,,CVCY
US1564311082,CENTURY ALUMINUM,,CENX
US1564921005,CENTURY CASINOS,,CNTY
IL0010851660,CERAGON NETWORKS,,CRNT
US1570851014,CERUS,,CERS
US1572101053,CEVA,,CEVA
US15870P3073,CHAMPNS ONCLGY,,CSBR
US1597651066,CHARLES & COLVAR,,CTHR
US16119P1084,CHARTER COMM RG-A,,CHTR
US16842Q1004,CHCKN SOUP ENT-A,,CSSE
US1630721017,CHEESECAKE FACTO,,CAKE
US1630861011,CHEFS' WAREHOUSE,,CHEF
US1640241014,CHEMUNG FINANCIA,,CHMG
US1689051076,CHILDREN'S PLACE,,PLCE
US16934W1062,CHIMERIX,,CMRX
VGG2110U1093,CHINA NATURAL RE,,CHNR
US16965P2020,CHIPMOS TECH SP ADR,,IMOS
US1710774076,CHROMADEX,,CDXC
US1714841087,CHURCHILL DOWNS,,CHDN
US1716041017,CHUYS HLDGS,,CHUY
US1717571079,CIDARA THERAPEUT,,CDTX
US1724062096,CINEDIGM,,CIDM
US17253J1060,CIPHER MINING,,CIFR
US17306X1028,CITI TRENDS,,CTRN
US17322U2078,CITIUS PHARMACTC,,CTXR
US1729221069,CITIZENS & NORTH,,CZNC
US1749031043,CITIZENS CMNTY B,,CZWI
US1747151025,CITIZENS HOLDING,,CIZN
US1778351056,CITY HOLDING CO,,CHCO
US1788671071,CIVISTA BANCSHAR,,CIVB
US18270P1093,CLARUS,,CLAR
US1844991018,CLEAN ENERGY FUELS CORP.,,CLNE
US18452B2097,CLEANSPARK,,CLSK
US18482P1030,CLEARFIELD,,CLFD
US18506U1043,CLEARONE,,CLRO
US18507C1036,CLEARPOINT NEURO,,CLPT
US1850631045,CLEARSIDE BIOMED,,CLSD
US1850641028,CLEARSIGN TECH,,CLIR
US9467601053,CLIMB GLB SLTN,,WSTG
US18914F1030,CLOVER HEALTH INV.,,CLOV
US1261281075,CNB FINL,,CCNE
US1897631057,CO-DIAGNOSTICS,,CODX
US1910981026,COCA-COLA CONSOL,,COKE
US19188U2069,CODA OCTOPUS GRO,,CODA
US1920051067,CODEXIS,,CDXS
US1920101060,CODIAK BIOSCIENC,,CDAK
US1920251048,CODORUS VALLEY B,,CVLY
US1921761052,COFFEE HOLDING,,JVA
US19239V3024,COGENT COMM HLDG,,CCOI
US1924221039,COGNEX,,CGNX
IL0011691438,COGNYTE SFTW,,CGNT
US19249H1032,COHERUS BIOSC,,CHRS
US1925761066,COHU,,COHU
US19459J1043,COLLEGIUM PHARMA,,COLL
US19623P1012,COLONY BANK,,CBAN
US1972361026,COLUMBIA BKG SYS,,COLB
US1985161066,COLUMBIA SPORTSW,,COLM
US1993331057,COLUMBUS MCKINNO,,CMCO
US2005251036,COMMERCE BANCSHA,,CBSH
US2026081057,COMMERCIAL VEHIC,,CVGI
US20337X1090,COMMSCOPE,,COMM
US20368X1019,COMMUNITY FINANC,,TCFC
US2041491083,COMMUNITY TRUST,,CTBI
US2041571017,COMMUNITY WEST B,,CWBC
US2041661024,COMMVAULT SYSTEM,,CVLT
US2053061030,COMPUTER PROG &,,CPSI
US2054771025,COMPUTER TASK GR,,CTG
US2056842022,COMSTOCK HLDG RG-A,,CHCI
US2058262096,COMTECH TELECOMM,,CMTL
US2060221056,CONCERT PHARMACE,,CNCE
US20717M1036,CONFLUENT RG-A,,CFLT
US20731J1025,CONIFER HLDGS,,CNFR
US2082421072,CONN'S,,CONN
US20786W1071,CONNECTONE BANCO,,CNOB
US2090341072,CONSOLIDATED COM,,CNSL
KYG237731073,CONSOLIDATED WAT,,CWCO
US2105021008,CONSUMER PTFL SV,,CPSS
US21077C1071,CONTEXTLOGIC RG-A,,WISH
US21833P1030,CORBUS PHRM HLDG,,CRBP
US2183521028,CORCEPT THERAPEU,,CORT
US22041X1028,CORSAIR GAMING,,CRSR
US2210061097,CORVEL,,CRVL
US2210151005,CORVUS PHARMACET,,CRVS
US22160N1090,COSTAR GROUP,,CSGP
US22207T1016,COUCHBASE,,BASE
US22266L1061,COUPA SOFTWARE,,COUP
US22284P1057,COVENANT LOG GRP-A,,CVLG
US2236226062,COWEN-A,,COWN
US12618T1051,CRA INTL,,CRAI
US22410J1060,CRACKER BARREL O,,CBRL
US2253101016,CREDIT ACCEPTANC,,CACC
US2264061068,CRESUD SACF SP ADR,,CRESY
CA22717L1013,CRONOS GROUP,,CRON
US2274831047,CROSS CTRY HLTHC,,CCRN
US2283091005,CROWN CRAFTS,,CRWS
US22788C1053,CRWDSTRIK HLDG RG-A,,CRWD
US2290503075,CRYOPORT,,CYRX
US1263491094,CSG SYSTEMS INTL,,CSGS
US1263891053,CSP INC,,CSPI
US1264021064,CSW INDUSTRIALS,,CSWI
US22978P1066,CUE BIOPHARMA,,CUE
US2300311063,CULLINAN ONCOLOG,,CGEM
US2307701092,CUMBERLAND PHARMA.,,CPIX
US2321091082,CUTERA,,CUTR
US1266001056,CVB FINANCIAL,,CVBF
US1266381052,CVRX,,CVRX
US2324373016,CYANOTECH,,CYAN
US23254L6039,CYCLACEL PHARMAC,,CYCC
US23254X2018,CYCLO THERPEUTCS,,CYTH
US23257D1037,CYMABAY,,CBAY
US23282W6057,CYTOKINETICS,,CYTK
US23283X2062,CYTOSORBENTS,,CTSO
US2339121046,DAILY JOURNAL CO,,DJCO
US2342641097,DAKTRONICS,,DAKT
US23666P1012,DARE BIOSCIENCE,,DARE
US23753F1075,DASEKE,,DSKE
US2376901029,DATA I/O,,DAIO
US23804L1035,DATADOG RG-A,,DDOG
US23816M1071,DATCHAT,,DATS
US2383371091,DAVE & BUSTER'S,,PLAY
CA2386611024,DAVIDSTEA,,DTEA
US2393601008,DAWSON GEOPHYSIC,,DWSN
US24344T1016,DECIPHERA PHRMLS,,DCPH
US24477E1038,DEFNTV HEALTH RG-A,,DH
US24823R1059,DENALI THERAPTCS,,DNLI
US24869P1049,DENNY'S,,DENN
US24906P1093,DENTSPLY SIRONA,,XRAY
US24984K1051,DERMTECH,,DMTK
VG2506391011,DESWELL INDUSTRI,,DSWL
US25400Q1058,DGTL WRLD ACQN RG-A,,DWAC
US25264R2076,DIAMOND HILL INV,,DHIL
US2537981027,DIGI INTERNATION,,DGII
US25381B1017,DIGIMARC,,DMRC
US2545431015,DIODES,,DIOD
US2555191004,DIXIE GROUP,,DXYN
US23335Q1004,DLH HOLDINGS,,DLHC
KYG290181018,DLOCAL RG-A,,DLO
US23291C1036,DMC GLOBAL,,BOOM
CA25609L1058,DOCEBO,,DCBO
US2561631068,DOCUSIGN,,DOCU
VGG2788T1030,DOGNESS-A,,DOGZ
US2567461080,DOLLAR TREE,,DLTR
US25686H2094,DOLPHIN ENTRTNM,,DLPN
US2575541055,DOMO-B,,DOMO
US2577012014,DONEGAL GROUP-A,,DGICA
US2577013004,DONEGAL GROUP-B,,DGICB
US2582781009,DORMAN PRODUCTS,,DORM
US25985W1053,DOUYU INTL SP ADR,,DOYU
KYG283651076,DRAGON VICTORY,,LYL
US2641201064,DUCK CREEK TECH,,DCT
US26443V1017,DULUTH HLDG RG-B,,DLTH
US26603R1068,DUOLINGO RG-A,,DUOL
US2333774071,DXP ENTERPRISES,,DXPE
US2681574016,DYNATRONICS,,DYNT
US2681582019,DYNAVAX TECH,,DVAX
US26942G1004,EAGLE BANC MONT,,EBMT
US2689481065,EAGLE BANCORP,,EGBN
US2697961082,EAGLE PHARMACEUT,,EGRX
US27579R1041,EAST-WEST BANCOR,,EWBC
US2778023026,EASTSIDE DISTILL,,EAST
US2787152063,EBIX,,EBIX
US2787681061,ECHOSTAR RG-A,,SATS
US2683111072,EDAP TMS SP ADR,,EDAP
US2814791057,EDUCAT DEV,,EDUC
US28225C8064,EGAIN,,EGAN
US28238P1093,EHEALTH,,EHTH
US2826443010,EKSO BIONS HLDGS,,EKSO
US2686031079,EL POLLO LOCO,,LOCO
US2852331022,ELECTRO SENSORS,,ELSE
US29082K1051,EMBECTA RG-WI,,EMBCV
US2908462037,EMCORE,,EMKR
US29251M1062,ENANTA PHARM,,ENTA
US2925541029,ENCORE CAP GROUP,,ECPG
US2925621052,ENCORE WIRE,,WIRE
US29270J1007,ENERGY RECOVERY,,ERII
US2933061069,ENGLOBAL,,ENG
US2935941078,ENOVIX,,ENVX
US29358P1012,ENSIGN GROUP,,ENSG
BMG3075P1014,ENSTAR GROUP,,ESGR
US29362U1043,ENTEGRIS,,ENTG
IL0011429839,ENTERA,,ENTX
US2936681095,ENTERPRISE BANCO,,EBTC
US2937121059,ENTERPRISE FINL,,EFSC
US29415C1018,EOS ENERGY RG-A,,EOSE
US2942681071,EPLUS,,PLUS
US29446K1060,EQUILLIUM,,EQ
US29460X1090,EQUITY BANCSHS RG-A,,EQBK
US2948216088,ERICSSON SP ADR-B,,ERIC
US29530P1021,ERIE INDEMNITY-A,,ERIE
US2960561049,ESCALADE,,ESCA
US29664W1053,ESPERION THERAP,,ESPR
US29667J1016,ESQUIRE FIN HLD,,ESQ
US29667D1046,ESSA BANCORP,,ESSA
VGG312491084,ESTABL,,ESTA
US2987361092,EURONET WORLDWID,,EEFT
MHY235921357,EUROSEAS,,ESEA
US2997341035,EVELO BIOSCIENCS,,EVLO
US29978A1043,EVERBRIDGE,,EVBG
US30041T1043,EVERSPN TECHNLGS,,MRAM
US30052F1003,EVGO,,EVGO
US30052C1071,EVOLUS,,EOLS
US30063P1057,EXACT SCIENCES,,EXAS
US30161N1019,EXELON,,EXC
US3020811044,EXLSERVICE HLDG,,EXLS
US30212W1009,EXP WORLD HLDGS,,EXPI
US30223G1022,EXSCIENTIA SP ADS,,EXAI
US30226D1063,EXTREME NETWORKS,,EXTR
US30234E1047,EYENOVIA,,EYEN
US30233G2093,EYEPOINT PHARMA,,EYPT
US3023011063,EZCORP NVTG RG-A,,EZPW
US30712A1034,FANHUA SP ADR,,FANH
US3073591097,FARADAY FUTURE,,FFIE
US3076751086,FARMER BROTHERS,,FARM
US3096271073,FARMERS NATL BAN,,FMNB
US3116421021,FARO TECHNOLOGIE,,FARO
US30258N1054,FAT BRANDS RG-A,,FAT
GB00BYW6GV68,FERROGLOBE,,GSM
US31572Q8087,FIBROGEN,,FGEN
US31609R1005,FIDELITY D & D B,,FDBC
US3165001070,FIDUS INVST,,FDUS
US31660B1017,FIESTA RESTAURAN,,FRGI
US3999091008,FIN GALA SP.ADR-B,,GGAL
US3175854047,FINL INSTITUTION,,FISI
US31866P1021,FIRST BANCORP,,FNLC
US3189161033,FIRST BANCSHARES,,FBMS
US31931U1025,FIRST BANK,,FRBA
US3193832041,FIRST BUSEY,,BUSE
US3193901002,FIRST BUSINESS F,,FBIZ
US31942S1042,FIRST CAPITAL,,FCAP
US31946M1036,FIRST CITIZENS RG-A,,FCNCA
US3198351047,FIRST COMMUNITY,,FCCO
US3202091092,FIRST FINL BANCO,,FFBC
US32020R1095,FIRST FINL BANKS,,FFIN
US32026V1044,FIRST FOUNDATION,,FFWM
US32043P1066,FIRST GUARANTY B,,FGBI
US32051X1081,FIRST HAWAIIAN,,FHB
